file_name	loc_start	loc_end	collision_type	kind	scope	old_name	new_name
unified.js	192711	192719	none	local	Global  Global  ClassUIManager  FuncrenderPads  CallforEach  Arg1  If3	keyLabel	keyLabel
unified.js	193111	193119	none	local	Global  Global  ClassUIManager  FuncrenderPads  CallforEach  Arg1  If4	existing	existingIndicator
unified.js	193818	193822	none	param	Global  Global  ClassUIManager  FuncupdateEditPanel	view	padView
unified.js	19409	194020	none	local	Global  Global  ClassUIManager  FuncupdateEditPanel	mainDisplay	chordMainDisplay
unified.js	19419	194119	none	local	Global  Global  ClassUIManager  FuncupdateEditPanel	subDisplay	chordSubDisplay
unified.js	194510	194518	none	local	Global  Global  ClassUIManager  FuncupdateEditPanel  If0	qDisplay	qualityDisplay
unified.js	19478	194714	none	local	Global  Global  ClassUIManager  FuncupdateEditPanel  If0	suffix	chordSuffix
unified.js	196910	196923	none	local	Global  Global  ClassUIManager  FuncupdateEditPanel  If1	contextLabels	
unified.js	197010	197020	none	local	Global  Global  ClassUIManager  FuncupdateEditPanel  If1	contextKey	contextKeyName
unified.js	198120	198132	none	param	Global  Global  ClassUIManager  FuncupdatePskSelector	cekCandidate	chordEditingKeyCandidate
unified.js	19849	198416	none	local	Global  Global  ClassUIManager  FuncupdatePskSelector	autoBtn	autoButton
unified.js	19859	198515	none	local	Global  Global  ClassUIManager  FuncupdatePskSelector	majBtn	majorButton
unified.js	19869	198615	none	local	Global  Global  ClassUIManager  FuncupdatePskSelector	minBtn	minorButton
unified.js	200610	200616	none	local	Global  Global  ClassUIManager  FuncupdatePskSelector  If3	labels	
unified.js	200710	200718	none	local	Global  Global  ClassUIManager  FuncupdatePskSelector  If3	keyLabel	keyLabel
unified.js	201010	201019	none	local	Global  Global  ClassUIManager  FuncupdatePskSelector  If3	minLabels	minorKeyLabels
unified.js	201110	201118	none	local	Global  Global  ClassUIManager  FuncupdatePskSelector  If3	minLabel	minorKeyLabel
unified.js	201923	201937	none	param	Global  Global  ClassUIManager  FuncupdateQualityButtons	currentQuality	
unified.js	20209	202013	none	local	Global  Global  ClassUIManager  FuncupdateQualityButtons	grid	gridElement
unified.js	202337	202340	none	param	Global  Global  ClassUIManager  FuncupdateQualityButtons  CallforEach  Arg0	btn	optionButton
unified.js	203323	203338	none	param	Global  Global  ClassUIManager  FuncupdateTensionButtons	currentTensions	
unified.js	20349	203413	none	local	Global  Global  ClassUIManager  FuncupdateTensionButtons	grid	gridElement
unified.js	203737	203740	none	param	Global  Global  ClassUIManager  FuncupdateTensionButtons  CallforEach  Arg0	btn	optionButton
unified.js	203910	203920	none	local	Global  Global  ClassUIManager  FuncupdateTensionButtons  CallforEach  Arg0	hasTension	
unified.js	204820	204832	none	param	Global  Global  ClassUIManager  FuncupdateOmitButtons	currentOmits	
unified.js	20499	204913	none	local	Global  Global  ClassUIManager  FuncupdateOmitButtons	grid	gridElement
unified.js	205237	205240	none	param	Global  Global  ClassUIManager  FuncupdateOmitButtons  CallforEach  Arg0	btn	optionButton
unified.js	205410	205417	none	local	Global  Global  ClassUIManager  FuncupdateOmitButtons  CallforEach  Arg0	hasOmit	
unified.js	20649	206413	none	local	Global  Global  ClassUIManager  Func_setupPadInteraction	grid	gridElement
unified.js	206840	206841	none	param	Global  Global  ClassUIManager  Func_setupPadInteraction  CalladdEventListener  Arg0	e	event
unified.js	206910	206913	none	local	Global  Global  ClassUIManager  Func_setupPadInteraction  CalladdEventListener  Arg0	pad	
unified.js	207310	207312	none	local	Global  Global  ClassUIManager  Func_setupPadInteraction  CalladdEventListener  Arg0	id	padId
unified.js	207838	207839	none	param	Global  Global  ClassUIManager  Func_setupPadInteraction  CalladdEventListener  Arg1	e	event
unified.js	207910	207913	none	local	Global  Global  ClassUIManager  Func_setupPadInteraction  CalladdEventListener  Arg1	pad	
unified.js	208739	208740	none	param	Global  Global  ClassUIManager  Func_setupPadInteraction  CalladdEventListener  Arg2	e	event
unified.js	208810	208813	none	local	Global  Global  ClassUIManager  Func_setupPadInteraction  CalladdEventListener  Arg2	pad	
unified.js	209210	209212	none	local	Global  Global  ClassUIManager  Func_setupPadInteraction  CalladdEventListener  Arg2	id	padId
unified.js	209737	209738	none	param	Global  Global  ClassUIManager  Func_setupPadInteraction  CalladdEventListener  Arg3	e	event
unified.js	209810	209813	none	local	Global  Global  ClassUIManager  Func_setupPadInteraction  CalladdEventListener  Arg3	pad	
unified.js	21139	211310	none	local	Global  Global  ClassUIManager  Func_setupKeyboard	l	keyboardLayer
unified.js	21159	211510	none	local	Global  Global  ClassUIManager  Func_setupKeyboard	w	whiteKeyWidth
unified.js	21169	211615	none	local	Global  Global  ClassUIManager  Func_setupKeyboard	hRatio	blackKeyHeightRatio
unified.js	21179	211714	none	local	Global  Global  ClassUIManager  Func_setupKeyboard	notes	noteNames
unified.js	21429	214216	none	local	Global  Global  ClassUIManager  Func_setupKeyboard	wrapper	wrapperElement
unified.js	21449	214420	none	local	Global  Global  ClassUIManager  Func_setupKeyboard	handleTouch	handleTouchEvent
unified.js	212012	212013	none	local	Global  Global  ClassUIManager  Func_setupKeyboard  For0	i	
unified.js	212110	212114	none	local	Global  Global  ClassUIManager  Func_setupKeyboard  For0	name	noteName
unified.js	212210	212214	none	local	Global  Global  ClassUIManager  Func_setupKeyboard  For0	isBk	isBlackKey
unified.js	212310	212311	none	local	Global  Global  ClassUIManager  Func_setupKeyboard  For0	k	keyElement
unified.js	214424	214425	none	param	Global  Global  ClassUIManager  Func_setupKeyboard  FunchandleTouch	e	event
unified.js	214810	214817	none	local	Global  Global  ClassUIManager  Func_setupKeyboard  FunchandleTouch	touches	touchList
unified.js	214910	214920	none	local	Global  Global  ClassUIManager  Func_setupKeyboard  FunchandleTouch	keyTouches	
unified.js	215010	215024	none	local	Global  Global  ClassUIManager  Func_setupKeyboard  FunchandleTouch	gestureTouches	
unified.js	215320	215321	none	param	Global  Global  ClassUIManager  Func_setupKeyboard  FunchandleTouch  CallforEach  Arg0	t	touchItem
unified.js	215411	215413	shorthand	local	Global  Global  ClassUIManager  Func_setupKeyboard  FunchandleTouch  CallforEach  Arg0	el	element
unified.js	216811	216821	none	local	Global  Global  ClassUIManager  Func_setupKeyboard  FunchandleTouch  If1	currentIds	currentGestureIds
unified.js	216843	216844	none	param	Global  Global  ClassUIManager  Func_setupKeyboard  FunchandleTouch  If1  Callmap  Arg0	t	touchItem
unified.js	217713	217715	none	local	Global  Global  ClassUIManager  Func_setupKeyboard  FunchandleTouch  If1  If1  If1	t1	touchPoint1
unified.js	217813	217815	none	local	Global  Global  ClassUIManager  Func_setupKeyboard  FunchandleTouch  If1  If1  If1	t2	touchPoint2
unified.js	218513	218514	none	local	Global  Global  ClassUIManager  Func_setupKeyboard  FunchandleTouch  If1  If2  If0	t	gestureTouch
unified.js	218613	218615	none	local	Global  Global  ClassUIManager  Func_setupKeyboard  FunchandleTouch  If1  If2  If0	dx	deltaX
unified.js	219113	219115	none	local	Global  Global  ClassUIManager  Func_setupKeyboard  FunchandleTouch  If1  If2  If1	t1	touchPoint1
unified.js	219213	219215	none	local	Global  Global  ClassUIManager  Func_setupKeyboard  FunchandleTouch  If1  If2  If1	t2	touchPoint2
unified.js	219313	219317	none	local	Global  Global  ClassUIManager  Func_setupKeyboard  FunchandleTouch  If1  If2  If1	dist	pinchDistance
unified.js	219614	219619	none	local	Global  Global  ClassUIManager  Func_setupKeyboard  FunchandleTouch  If1  If2  If1  If0	scale	pinchScale
unified.js	219714	219722	none	local	Global  Global  ClassUIManager  Func_setupKeyboard  FunchandleTouch  If1  If2  If1  If0	newScale	
unified.js	220314	220321	none	local	Global  Global  ClassUIManager  Func_setupKeyboard  FunchandleTouch  If1  If2  If1  If0	centerX	
unified.js	220414	220419	none	local	Global  Global  ClassUIManager  Func_setupKeyboard  FunchandleTouch  If1  If2  If1  If0	ratio	scaleRatio
unified.js	22309	223017	none	local	Global  Global  ClassUIManager  FuncfitKeyboardRange	startIdx	startIndex
unified.js	22319	223115	none	local	Global  Global  ClassUIManager  FuncfitKeyboardRange	endIdx	endIndex
unified.js	22339	223320	none	local	Global  Global  ClassUIManager  FuncfitKeyboardRange	targetWidth	
unified.js	22349	223416	none	local	Global  Global  ClassUIManager  FuncfitKeyboardRange	screenW	screenWidth
unified.js	22469	224610	shorthand	local	Global  Global  ClassUIManager  Func_setupBassKeyboard	c	bassKeyboardContainer
unified.js	22489	224814	none	local	Global  Global  ClassUIManager  Func_setupBassKeyboard	notes	noteNames
unified.js	22497	224911	none	local	Global  Global  ClassUIManager  Func_setupBassKeyboard	wIdx	whiteKeyIndex
unified.js	225217	225218	none	param	Global  Global  ClassUIManager  Func_setupBassKeyboard  CallforEach  Arg0	n	noteName
unified.js	225411	225412	none	local	Global  Global  ClassUIManager  Func_setupBassKeyboard  CallforEach  Arg0  If0	k	keyElement
unified.js	226317	226318	none	param	Global  Global  ClassUIManager  Func_setupBassKeyboard  CallforEach  Arg1	n	noteName
unified.js	226511	226512	none	local	Global  Global  ClassUIManager  Func_setupBassKeyboard  CallforEach  Arg1  If0	k	keyElement
unified.js	22779	227712	none	local	Global  Global  ClassUIManager  Func_setupEDButton	btn	editButton
unified.js	22817	228112	none	local	Global  Global  ClassUIManager  Func_setupEDButton	timer	longPressTimer
unified.js	22839	228314	none	local	Global  Global  ClassUIManager  Func_setupEDButton	start	
unified.js	22929	229212	none	local	Global  Global  ClassUIManager  Func_setupEDButton	end	endPressHandler
unified.js	228318	228319	none	param	Global  Global  ClassUIManager  Func_setupEDButton  Funcstart	e	event
unified.js	229216	229217	none	param	Global  Global  ClassUIManager  Func_setupEDButton  Funcend	e	event
unified.js	23129	231213	none	local	Global  Global  ClassUIManager  Func_setupLogoLongPress	logo	logoElement
unified.js	23159	231519	none	local	Global  Global  ClassUIManager  Func_setupLogoLongPress	startPress	startPressHandler
unified.js	23249	232417	none	local	Global  Global  ClassUIManager  Func_setupLogoLongPress	endPress	endPressHandler
unified.js	231523	231524	none	param	Global  Global  ClassUIManager  Func_setupLogoLongPress  FuncstartPress	e	event
unified.js	232421	232422	none	param	Global  Global  ClassUIManager  Func_setupLogoLongPress  FuncendPress	e	event
unified.js	23459	234516	none	local	Global  Global  ClassUIManager  Func_copyLogToClipboard	logText	
unified.js	235412	235415	none	catch	Global  Global  ClassUIManager  Func_copyLogToClipboard  Catch2	err	error
unified.js	23649	236416	none	local	Global  Global  ClassUIManager  Func_showLogModal	logText	
unified.js	23659	236514	none	local	Global  Global  ClassUIManager  Func_showLogModal	modal	modalOverlay
unified.js	23669	236613	none	local	Global  Global  ClassUIManager  Func_showLogModal	text	textArea
unified.js	23679	236716	none	local	Global  Global  ClassUIManager  Func_showLogModal	actions	actionsContainer
unified.js	23689	236814	none	local	Global  Global  ClassUIManager  Func_showLogModal	title	titleElement
unified.js	238220	238221	none	param	Global  Global  ClassUIManager  Func_showLogModal  Funconclick	e	event
unified.js	23889	238813	none	local	Global  Global  ClassUIManager  Func_copyLogFromModal	text	textArea
unified.js	239212	239215	none	catch	Global  Global  ClassUIManager  Func_copyLogFromModal  Catch1	err	error
unified.js	24009	240013	none	local	Global  Global  ClassUIManager  Func_selectAllLog	text	textArea
unified.js	240512	240516	none	param	Global  Global  ClassUIManager  FuncopenModal	mode	
unified.js	24069	240614	none	local	Global  Global  ClassUIManager  FuncopenModal	modal	modalOverlay
unified.js	24079	240714	none	local	Global  Global  ClassUIManager  FuncopenModal	title	titleElement
unified.js	24089	240812	none	local	Global  Global  ClassUIManager  FuncopenModal	txt	textArea
unified.js	24099	240916	none	local	Global  Global  ClassUIManager  FuncopenModal	actions	actionsContainer
unified.js	241710	241717	none	local	Global  Global  ClassUIManager  FuncopenModal  If0	rawData	
unified.js	24389	243810	none	local	Global  Global  ClassUIManager  FuncselectAllText	t	TBD_t
unified.js	24439	244310	none	local	Global  Global  ClassUIManager  FunccopyText	t	TBD_t
unified.js	245120	245123	none	param	Global  Global  ClassUIManager  FunchighlightKeyboard	pad	
unified.js	24569	245617	none	local	Global  Global  ClassUIManager  FunchighlightKeyboard	rootSemi	
unified.js	24579	245718	none	local	Global  Global  ClassUIManager  FunchighlightKeyboard	intervals	
unified.js	24589	245823	none	local	Global  Global  ClassUIManager  FunchighlightKeyboard	tensionChromas	
unified.js	24629	246221	none	local	Global  Global  ClassUIManager  FunchighlightKeyboard	notesToLight	notesToHighlight
unified.js	245912	245913	none	param	Global  Global  ClassUIManager  FunchighlightKeyboard  Callfilter  Arg0	i	intervalEntry
unified.js	24609	246010	none	param	Global  Global  ClassUIManager  FunchighlightKeyboard  Callmap  Arg1	i	intervalEntry
unified.js	246424	246428	shorthand	param	Global  Global  ClassUIManager  FunchighlightKeyboard  CallforEach  Arg2	midi	midiNote
unified.js	246510	246515	none	local	Global  Global  ClassUIManager  FunchighlightKeyboard  CallforEach  Arg2	keyEl	keyElement
unified.js	246710	246716	none	local	Global  Global  ClassUIManager  FunchighlightKeyboard  CallforEach  Arg2	chroma	
unified.js	247745	247746	none	param	Global  Global  ClassUIManager  FuncclearHighlight  CallforEach  Arg0	k	keyElement
unified.js	24899	248915	none	local	Global  Global  ClassUIManager  FunctoggleWidgetExpansion	widget	widgetElement
unified.js	249417	249425	none	param	Global  Global  ClassUIManager  FuncenableDragging	handleId	dragHandleId
unified.js	24959	249515	none	local	Global  Global  ClassUIManager  FuncenableDragging	handle	handleElement
unified.js	24969	249615	none	local	Global  Global  ClassUIManager  FuncenableDragging	target	targetElement
unified.js	24997	249917	none	local	Global  Global  ClassUIManager  FuncenableDragging	isDragging	
unified.js	25007	250013	none	local	Global  Global  ClassUIManager  FuncenableDragging	startX	
unified.js	250015	250021	none	local	Global  Global  ClassUIManager  FuncenableDragging	startY	
unified.js	250023	250034	none	local	Global  Global  ClassUIManager  FuncenableDragging	initialLeft	
unified.js	250036	250046	none	local	Global  Global  ClassUIManager  FuncenableDragging	initialTop	
unified.js	25029	250218	none	local	Global  Global  ClassUIManager  FuncenableDragging	startDrag	startDragHandler
unified.js	25289	252815	none	local	Global  Global  ClassUIManager  FuncenableDragging	onDrag	onDragHandler
unified.js	25409	254017	none	local	Global  Global  ClassUIManager  FuncenableDragging	stopDrag	stopDragHandler
unified.js	250222	250223	none	param	Global  Global  ClassUIManager  FuncenableDragging  FuncstartDrag	e	event
unified.js	250710	250713	none	local	Global  Global  ClassUIManager  FuncenableDragging  FuncstartDrag	evt	eventPoint
unified.js	251410	251414	none	local	Global  Global  ClassUIManager  FuncenableDragging  FuncstartDrag	rect	boundingRect
unified.js	252819	252820	none	param	Global  Global  ClassUIManager  FuncenableDragging  FunconDrag	e	event
unified.js	253010	253013	none	local	Global  Global  ClassUIManager  FuncenableDragging  FunconDrag	evt	eventPoint
unified.js	253110	253112	none	local	Global  Global  ClassUIManager  FuncenableDragging  FunconDrag	dx	deltaX
unified.js	253210	253212	none	local	Global  Global  ClassUIManager  FuncenableDragging  FunconDrag	dy	deltaY
unified.js	262410	262423	none	local	Global  Global  ClassJCSCApp  Funcinit  Try0	pCofContainer	performanceCoFContainer
unified.js	262510	262523	none	local	Global  Global  ClassJCSCApp  Funcinit  Try0	eCofContainer	editCoFContainer
unified.js	263410	263415	none	local	Global  Global  ClassJCSCApp  Funcinit  Try0	btnEd	editButtonElement
unified.js	264110	264122	none	local	Global  Global  ClassJCSCApp  Funcinit  Try0	staffOverlay	staffOverlayElement
unified.js	264710	264716	none	local	Global  Global  ClassJCSCApp  Funcinit  Try0	select	selectElement
unified.js	265034	265038	none	param	Global  Global  ClassJCSCApp  Funcinit  Try0  If2  CallforEach  Arg0	name	presetName
unified.js	265112	265115	none	local	Global  Global  ClassJCSCApp  Funcinit  Try0  If2  CallforEach  Arg0	opt	optionElement
unified.js	266012	266015	none	catch	Global  Global  ClassJCSCApp  Funcinit  Catch1	err	error
unified.js	26699	266913	none	local	Global  Global  ClassJCSCApp  Funcrefresh	pads	
unified.js	267410	267413	none	local	Global  Global  ClassJCSCApp  Funcrefresh  If0	mpk	masterPlayingKey
unified.js	268110	268118	none	local	Global  Global  ClassJCSCApp  Funcrefresh  If0	sigCount	signatureCount
unified.js	269320	269325	none	param	Global  Global  ClassJCSCApp  FuncgetSignatureCount	index	
unified.js	26979	269719	none	local	Global  Global  ClassJCSCApp  FuncgetSignatureCount	isFlatMode	
unified.js	27169	271613	none	local	Global  Global  ClassJCSCApp  Func_updateUIState	body	bodyElement
unified.js	27179	271714	none	local	Global  Global  ClassJCSCApp  Func_updateUIState	btnEd	editButtonElement
unified.js	274824	274830	none	param	Global  Global  ClassJCSCApp  Func_updateWidgetOverlays	keyCtx	keyContextParam
unified.js	27499	274915	none	local	Global  Global  ClassJCSCApp  Func_updateWidgetOverlays	labels	
unified.js	27509	275017	none	local	Global  Global  ClassJCSCApp  Func_updateWidgetOverlays	keyLabel	keyLabel
unified.js	27519	275119	none	local	Global  Global  ClassJCSCApp  Func_updateWidgetOverlays	keyDisplay	keyDisplayElement
unified.js	27549	275416	none	local	Global  Global  ClassJCSCApp  Func_updateWidgetOverlays	modeBtn	modeButton
unified.js	278315	278323	none	param	Global  Global  ClassJCSCApp  FunctransitionTo	newState	
unified.js	279916	279921	none	param	Global  Global  ClassJCSCApp  FuncenterEditMode	padId	
unified.js	28039	280312	none	local	Global  Global  ClassJCSCApp  FuncenterEditMode	pad	
unified.js	28239	282312	none	local	Global  Global  ClassJCSCApp  FunccommitEdit	pad	
unified.js	283815	283820	none	param	Global  Global  ClassJCSCApp  FunchandlePadTap	padId	
unified.js	28479	284712	none	local	Global  Global  ClassJCSCApp  FunchandlePadTap	pad	
unified.js	28519	285115	none	local	Global  Global  ClassJCSCApp  FunchandlePadTap	result	
unified.js	287920	287925	none	param	Global  Global  ClassJCSCApp  FunchandleCoFRotation	index	
unified.js	288210	288221	none	local	Global  Global  ClassJCSCApp  FunchandleCoFRotation  If0	currentMode	
unified.js	29049	290413	none	local	Global  Global  ClassJCSCApp  FuncupdateEditPreview	view	padView
unified.js	291310	291313	none	local	Global  Global  ClassJCSCApp  FuncupdateEditPreview  If0	cdk	TBD_cdk
unified.js	292610	292618	none	local	Global  Global  ClassJCSCApp  FuncupdateEditPreview  If0	sigCount	signatureCount
unified.js	293313	293317	none	param	Global  Global  ClassJCSCApp  FuncsetPskMode	mode	
unified.js	293910	293920	none	local	Global  Global  ClassJCSCApp  FuncsetPskMode  If1	currentIdx	
unified.js	294516	294523	none	param	Global  Global  ClassJCSCApp  FuncupdateEditPad	changes	
unified.js	29479	294712	none	local	Global  Global  ClassJCSCApp  FuncupdateEditPad	pad	
unified.js	295616	295623	none	param	Global  Global  ClassJCSCApp  FunctoggleTension	tension	tensionType
unified.js	29589	295812	none	local	Global  Global  ClassJCSCApp  FunctoggleTension	pad	
unified.js	29599	295912	shorthand	local	Global  Global  ClassJCSCApp  FunctoggleTension	idx	tensionIndex
unified.js	296513	296517	none	param	Global  Global  ClassJCSCApp  FunctoggleOmit	omit	omitType
unified.js	29679	296712	none	local	Global  Global  ClassJCSCApp  FunctoggleOmit	pad	
unified.js	29689	296812	shorthand	local	Global  Global  ClassJCSCApp  FunctoggleOmit	idx	omitIndex
unified.js	29749	297412	none	local	Global  Global  ClassJCSCApp  FuncimportFromText	txt	textArea
unified.js	29789	297816	none	local	Global  Global  ClassJCSCApp  FuncimportFromText	rawData	
unified.js	299012	299015	none	catch	Global  Global  ClassJCSCApp  FuncimportFromText  Catch1	err	error
unified.js	300520	300525	none	param	Global  Global  ClassJCSCApp  FunchandleCoFRotation	index	
unified.js	30269	302612	none	local	Global  Global  ClassJCSCApp  FunctoggleSC	btn	sustainChordButton
unified.js	30339	303312	none	local	Global  Global  ClassJCSCApp  FunctoggleSK	btn	sustainKeyButton
unified.js	30449	304412	none	local	Global  Global  ClassJCSCApp  FunctoggleVC	btn	visualChordButton
unified.js	30509	305015	none	local	Global  Global  ClassJCSCApp  FunctoggleCoFWidget	widget	widgetElement
unified.js	30529	305217	none	local	Global  Global  ClassJCSCApp  FunctoggleCoFWidget	isHidden	
unified.js	30549	305412	none	local	Global  Global  ClassJCSCApp  FunctoggleCoFWidget	btn	cofButton
unified.js	30609	306020	none	local	Global  Global  ClassJCSCApp  FunctoggleGlobalMode	currentMode	
unified.js	30619	306116	none	local	Global  Global  ClassJCSCApp  FunctoggleGlobalMode	newMode	
unified.js	30759	307515	none	local	Global  Global  ClassJCSCApp  FunctoggleWidgetMaximize	widget	widgetElement
unified.js	308813	308817	none	param	Global  Global  ClassJCSCApp  FuncloadPreset	name	presetName
unified.js	30899	308913	none	local	Global  Global  ClassJCSCApp  FuncloadPreset	data	presetData
unified.js	310017	310030	none	param	Global  Global  ClassJCSCApp  FunchandleKeyInput	activeTouches	
unified.js	31019	310118	none	local	Global  Global  ClassJCSCApp  FunchandleKeyInput	activeIds	
unified.js	310139	310140	none	param	Global  Global  ClassJCSCApp  FunchandleKeyInput  Callmap  Arg0	t	TBD_t
unified.js	310445	310448	none	param	Global  Global  ClassJCSCApp  FunchandleKeyInput  CallforEach  Arg1	tid	touchId
unified.js	310711	310719	none	local	Global  Global  ClassJCSCApp  FunchandleKeyInput  CallforEach  Arg1  If0	lastNote	
unified.js	310811	310814	none	local	Global  Global  ClassJCSCApp  FunchandleKeyInput  CallforEach  Arg1  If0	vid	voiceId
unified.js	311925	311930	none	param	Global  Global  ClassJCSCApp  FunchandleKeyInput  CallforEach  Arg2	touch	
unified.js	312010	312017	none	local	Global  Global  ClassJCSCApp  FunchandleKeyInput  CallforEach  Arg2	oldNote	
unified.js	312511	312517	none	local	Global  Global  ClassJCSCApp  FunchandleKeyInput  CallforEach  Arg2  If0	newVid	newVoiceId
unified.js	313811	313815	none	local	Global  Global  ClassJCSCApp  FunchandleKeyInput  CallforEach  Arg2  If0	freq	
unified.js	313012	313018	none	local	Global  Global  ClassJCSCApp  FunchandleKeyInput  CallforEach  Arg2  If0  If0	oldVid	oldVoiceId
